tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,has_emoji
"Currently bombing aces on the volleyball court and math tests in the classroom.
#StudentAthlete",1,Currently hitting a lot of aces in volleyball games and failing math tests.,1.0,0.0,0.0,0.0,0.0,0.0,False
If anyone wants to know how my nights going I tried making a private story on Snapchat and instead made a group chat... I hate my life,1,this was the most embarrassing moment of my life.,1.0,0.0,0.0,0.0,1.0,0.0,False
"it’s amazing how many people get mad at you for simply Raising Questions, such as “what if the vaccine makes your balls inflate like helium balloons and cause you to float away to never be seen again”",1,People think it's possible that the vaccine causes your testicles to swell and make you infertile.,1.0,0.0,0.0,0.0,0.0,0.0,False
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1,I really do not like the walk past first class to get to my coach seat. ,0.0,1.0,0.0,0.0,0.0,0.0,False
being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,1,"being single in college, especially during a global pandemic, is boring and disheartening",1.0,0.0,0.0,0.0,0.0,0.0,False
"fisher: ""i thought you said aids"" 
me: ""yeah rachel really loves aids""",1,"honestly, there's not really a way I can think of being non-sarcastic, I was just being an asshole and teasing my friend who misheard my friend say eggs as aids. but I guess to be non-sarcastically I would've said ""no, she doesn't love aids""",1.0,0.0,0.0,0.0,0.0,0.0,False
Why is this 30 yr old man trying to flirt w/ me at this wedding and talking about getting away with dating younger girls. Sir I will call the authorities,1,"I wouldn't even say I will call the authorities, or I would be more specific and say police. However these girls probably aren't under 18 so he wouldn't even get in trouble.",1.0,0.0,0.0,0.0,0.0,0.0,False
When I grow up I wanna be a sociopath,1,I wish I could stop feeling certain emotions.,1.0,0.0,0.0,0.0,0.0,0.0,False
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1,Wearing a jumpsuit is so annoying especially when you have to use the bathroom. ,0.0,1.0,0.0,0.0,0.0,0.0,False
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",1,My roommate has no redeeming qualities,1.0,0.0,0.0,0.0,0.0,0.0,False
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1,"""Ah yes, another afternoon with the WiFi down...makes working from home completely unbearable""",0.0,1.0,0.0,0.0,0.0,0.0,False
jack antonoff once ur done with clairo i’m right here sweetie,1,I wish I could work with Jack Antonoff. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Why am I not famous yet cos I’m actually fucking hilarious,1,I'm not funny at all,1.0,0.0,0.0,0.0,0.0,1.0,False
My life has gone from ‘drive it like you stole it’ to ‘drive it like your toddler needs the toilet’.,1,My life priorities have changed ,1.0,0.0,0.0,0.0,0.0,0.0,False
"Don’t keep up with the Joneses, the Joneses are broke!",1,Don’t keep up with the Jones’s ,1.0,0.0,0.0,0.0,1.0,0.0,False
"I see Dettol, Toilet Duck and Zoflora are all trending on Twitter. Now why could that be... #TrumpPressBriefing",1,"Donald Trump asked the Chief Medical Officer if people should drink bleach to treat covid 19 and now zoflora, dettol and toilet duck are trending on twitter.",1.0,0.0,0.0,0.0,0.0,1.0,False
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1,Disappointing morning as a Ferrari fan who woke up at 5:45am on a Sunday only for both drivers' races to be ruined by the first corner,0.0,1.0,0.0,0.0,0.0,0.0,False
"@Showmasters are basically thieves, quoting it’s in the small print so you can’t have a refund.
Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife.#WeWantARefund @UKConsumerRight",1,Your refund policy wasn’t very helpful at all.,1.0,0.0,0.0,0.0,0.0,0.0,False
it’s so rude that i’m not at the beach right now,1,I wish I was at the beach right now ,0.0,1.0,0.0,0.0,0.0,0.0,False
Sleep? What’s that... I’ve never heard of it?,1,I haven't been able to sleep all night,1.0,0.0,0.0,0.0,0.0,1.0,False
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",1,I'm really struggling during this pandemic and have decided to shave my undercut back in because I'm not doing well mentally.,1.0,0.0,0.0,0.0,0.0,0.0,False
Love it when I forget to transfer my rent money over from my savings 🥴,1,I really hate forgetting to transfer money for rent,1.0,0.0,0.0,0.0,0.0,0.0,False
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1,I'm not surprised that it's raining again.,0.0,1.0,0.0,0.0,0.0,0.0,False
@MatthewStadlen @sajidjavid Thank you so much for your insightful thoughts- I’m sure @sajidjavid is overjoyed that you “quite like him”,1,“I’m pretty sure Sajid Javid does not care that you do or don’t like him”,1.0,0.0,0.0,0.0,0.0,0.0,False
"""friends""",1,Understand the meaning of being a true friend. ,1.0,0.0,0.0,0.0,0.0,0.0,False
love how badly i embarrass myself on nights out how iconic X,1,"I hate that I always embarrass myself on nights out, how shameful.",1.0,0.0,0.0,0.0,0.0,0.0,False
breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,1,I will break my buying hiatus to buy this album,1.0,0.0,0.0,1.0,0.0,1.0,False
"According to my road rage, the word of the day is asshat",1,"I am frustrated with the driving conditions of other people on the road, so I’m calling them asshats. ",1.0,0.0,0.0,0.0,0.0,0.0,False
"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",1,"I would put actual top ranked games, not stupid ones everyone makes fun of.",1.0,0.0,0.0,0.0,0.0,0.0,False
"Serious question: if I nick a car and elope to Gretna Green to shut my family up, how long will I do in prison? Can I finish my PhD there? Think I've got a plan, lads...",1,"I like the idea of stealing a car in order to elope, but can't drive and it's illegal - so I wouldn't do that. ",1.0,0.0,0.0,0.0,0.0,1.0,False
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240,000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. 
But how are we gonna pay for it? What’s next, chocolate milk for everybody?",1,We should have spent the money we wasted killing and bombing people in Afghanistan (only to lose the war) on social programs here at home instead. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Petition to call erections social dickstanding,1,We should definitely not call erections social dickstanding but wouldn't it be funny if we did.,0.0,1.0,0.0,0.0,0.0,0.0,False
"Ok, so @bytereview and I decided to record on the evening of the 6th, just as absolutely nothing newsworthy was happening! Perfect timing as always, to go over some of the best ITSBUPs of 2020 - and how we're settling into 2021! Listen: https://t.co/oaPLwrtcHP https://t.co/za3EHuqcWh",1,"We decided to record on the evening of the 6th, which was unfortunate because at the same time some significant events were happening that we probably would have talked about.",1.0,0.0,0.0,0.0,0.0,0.0,False
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",1,I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  ,1.0,0.0,0.0,0.0,0.0,0.0,False
"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",1,"""No I am not hiding something""",1.0,0.0,0.0,0.0,0.0,1.0,False
mentally I’m hiding in the walk-in,1,I am stressed.,1.0,0.0,0.0,0.0,0.0,0.0,False
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,1,I don't like the fact that younger people in america are getting the vaccine when I still have to wait another month for mine in england ,1.0,0.0,0.0,0.0,0.0,0.0,False
"oh you’re just friends?

why’d u shave then?",1,“You’re not “just friends” if you’re shaving your coochie every time you know you’ll see them.” ,1.0,0.0,0.0,0.0,0.0,1.0,False
remember when everyone’s feeds were just retweeted giveaways looool those were the days,1,Remember when there was only giveaways? I do not miss that.,1.0,0.0,0.0,0.0,0.0,0.0,False
why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,1,"""Curling is lame""",1.0,0.0,0.0,0.0,0.0,1.0,False
Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,1,I would say “this isn’t going to be a fun semester” instead. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Agreeing with the right to dunk on the centre is the real dialectical materialism,1,"""People on the left should not agree with the right just to win points in debates with people in the centre.""",1.0,0.0,0.0,0.0,0.0,0.0,False
my favorite gay drama is the social network,1,i love the social network because it feels kinda gay,1.0,0.0,0.0,0.0,0.0,0.0,False
tex-mex restaurants that stop serving breakfast tacos after 10:30/11 am are the reason i have trust issues,1,I don't like when Tex-Mex restaurants stop serving breakfast tacos after 10:30/11 am.,1.0,0.0,0.0,0.0,0.0,0.0,False
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,1,I hate giving a lecture on a subject I don't know fully to people who do know it fully,1.0,0.0,0.0,0.0,0.0,0.0,False
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1,Just because I am craving a pickle doesn't mean I'm pregnant. ,0.0,1.0,0.0,0.0,0.0,0.0,False
babe stop i’m about to gleek,1,this can go two ways. babe stop im about to cum OR babe babe stop im about to cry,1.0,0.0,0.0,0.0,0.0,0.0,False
"@izzychari @mikeduncan “Please get a free shot or take a once weekly nose swab. We will literally pay you to take time off to get the shot”- Czar Nicholas, King George, Charles I, and so on.",1,“Dictators have never made any rules regarding vaccinations and to imply that a populist revolution would result from them is silly”,1.0,0.0,0.0,0.0,0.0,0.0,False
High stakes legos,1,Legos are exhilarating ,0.0,1.0,0.0,0.0,0.0,0.0,False
Rubbing my tears into my face is part of my skincare routine lol,1,I rub my tears into my face to make them go away.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",1,"The best way to do assignments is in order of priority. The second best is in terms of due date. The worst is doing 20 minutes on each class at a time, regardless of priority.",1.0,0.0,0.0,0.0,0.0,0.0,False
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1,Iphones are always bad when the new update comes out.,0.0,1.0,0.0,0.0,0.0,0.0,False
@AvatarOdin @aubviouslynot sounds like the american dream ngl,1,"dang, America sucks, right?",1.0,0.0,0.0,0.0,0.0,0.0,False
People who think cancel culture goes too far never learned about excommunication,1,People who think cancel culture go too far don't understand the history of humans feelings on inappropriate matters and are most likely un-dually affected by opposing parties. ,1.0,0.0,0.0,0.0,0.0,0.0,False
i’ve had more interesting conversations w my wall but alright,1,"The conversations I have with you are as boring as talking to a wall, which you can't even do. ",1.0,0.0,0.0,0.0,0.0,0.0,False
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,1,"""I hate seeing that my mom has officially started posting about the horse worm medicine being good for covid, and thinks they’re just trying to make it look bad bc it’s so cheap."" with no emojis",1.0,0.0,0.0,0.0,0.0,0.0,False
Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?,1,I don't know why girls put on makeup everyday.,1.0,0.0,0.0,0.0,0.0,1.0,False
"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",1,"@cadburys, you have ruined Easter",1.0,0.0,0.0,0.0,0.0,0.0,False
@terryflewers @lfcsonny Has he given any clarification regarding what age Harvey Elliott needs to be before you can tackle him?,1,"""you are acting as though he is a child""",1.0,0.0,0.0,0.0,0.0,1.0,False
The high tomorrow is 45! Anyone wanna go to the pool?,1,It is finally going to reach 45 degrees outside.,0.0,1.0,0.0,0.0,0.0,1.0,False
"always remember thank your Alexa, just in case the AI take over one day",1,There is no need to thank AI devices,1.0,0.0,0.0,0.0,0.0,0.0,False
@majornelson Sounds like a strong contender for GOTY,1,"This game is terrible, it will definitely not win a GOTY award. ",0.0,1.0,0.0,0.0,0.0,0.0,False
shoutout to the assholes at basically every gas station rn filling up multiple gas canisters when i don’t even have enough gas to get home... 🥲,1,I can't stand the assholes at basically every gas station right now filling up multiple gas canisters when I don't even have enough gas to get home.,1.0,0.0,0.0,0.0,0.0,0.0,False
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,1,"Just tested my egg drop at my apartment complex and it fell on a man's head :) he said it was fine because he has no hair, but I felt awful about it.",1.0,0.0,0.0,0.0,0.0,0.0,False
Being a business major is legal conversion therapy and must be stopped,1,Most business majors are straight people,1.0,0.0,0.0,0.0,0.0,0.0,False
"Fav this and I won't send you a name of a random person, I'll just get a fav on my tweet",1,If you are taking part in this dumb trend it's not very funny.,1.0,0.0,0.0,0.0,0.0,0.0,False
i’m dying,1,i am so drained ,1.0,0.0,0.0,0.0,1.0,0.0,False
I love health insurance so much fun paying $100’s a month and then $100’s for basic medical services that somehow aren’t covered. #America,1,The healthcare system in the U.S is so frustrating. I spend so much money on health insurance only to end up paying just as much out of pocket when my insurance doesn’t cover the services.,1.0,0.0,0.0,0.0,0.0,0.0,False
Old people don’t deserve rights,1,old people suck,1.0,0.0,0.0,0.0,0.0,0.0,False
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1,"Unfortunately, 143 by Bobby Brackens was my song with my middle school boyfriend.",0.0,1.0,0.0,0.0,0.0,0.0,False
I picked next year's musical already...Electro City. Obvious choice.,1,"You guys, I just saw the most hysterical fake musical - Electro City! Wouldn’t it be funny if it was a real show we could produce?",0.0,1.0,0.0,0.0,0.0,0.0,False
I just saw the Matt Hancock video and now I’m scared that in ten days time he will climb out my telly,1,I did not like watching this video at all ,1.0,0.0,0.0,0.0,0.0,0.0,False
everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,1,I hate the US health care system.,1.0,0.0,0.0,0.0,0.0,0.0,False
Why are toddlers allowed in public spaces,1,I do not enjoy having to listen to loud toddlers in public spaces. ,1.0,0.0,0.0,0.0,0.0,1.0,False
wait what the fuck that solo yolo is mad?,1,That solos was awful,1.0,0.0,0.0,0.0,0.0,1.0,False
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,1,Having my cream ruined by accidentally making butter makes me feel it represents the lack of productivity I’m able to have while working at home ,1.0,0.0,0.0,0.0,0.0,0.0,False
Maybe if I watched suits in year 12 I’d be studying law rn,1,Everyone who studies law watched suits in sixthform/college.,1.0,0.0,0.0,0.0,0.0,0.0,False
"will never understand why ppl do meth,, just buy a shit tonne of incense in bulk stupid",1,It is extremely hard to quit meth as it is a disease rather than an addiction. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Ahhh I get to listen to a cement mixer all day. Awesome.,1,"Oh no, I have to listen to a cement mixer all day. This sucks. ",1.0,0.0,0.0,0.0,0.0,0.0,False
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",1,It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,1.0,0.0,0.0,0.0,0.0,0.0,False
"wow, ok, unfollowing now. Was a big fan of putting your left leg in, but just heard about taking your left leg out",1,"I enjoy dancing the hokey cokey, in particular putting my left leg in. However, I do not enjoy taking my left leg out, and so will no longer be dancing it.",1.0,0.0,0.0,0.0,0.0,0.0,False
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,1,It's my Instagram for a reason why wouldn't it be all pictures of me?,1.0,0.0,0.0,0.0,0.0,1.0,False
do people with clear skin feel accomplished?? superior??? comfortable in their own skin???? what’s that like lmfao,1,people with clear skin are more comfortable in that area of their life,1.0,0.0,0.0,0.0,0.0,1.0,False
So nice of my family to decide that I’m hosting a Mother’s Day brunch for everyone at my house. https://t.co/DWZI9ltALK,1,My family has asked me to make a Mother's Day brunch for everyone at my house and it's stressful.,1.0,0.0,0.0,0.0,0.0,0.0,False
yo @claires do yall do hysterectomies?,1,"Claires, you should not do full hysterectomies. ",1.0,0.0,0.0,0.0,0.0,1.0,False
@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,1,A lot of people don't have a wife.,1.0,0.0,0.0,0.0,0.0,1.0,False
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1,The red cross is always needy. ,0.0,1.0,0.0,0.0,0.0,0.0,False
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,1,Holding hands with your parent while walking around campus is a bad way to show you're ready for the independence of college,1.0,0.0,0.0,0.0,0.0,0.0,False
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",1,"Unfortunately, one of my few cookery skills doesn't make up for not being able to adult properly",1.0,0.0,0.0,0.0,0.0,0.0,False
